English,Hindi,Romanized_Hindi,Telugu
The best part of marriage is animal crackers with peanut butter.,शादी का सबसे अच्छा हिस्सा पीनट बटर के साथ एनिमल क्रैकर्स है।,Shaadi ka sabse achha hissa peanut butter ke saath animal crackers hai.,పెళ్లిలో అత్యంత ఆనందకరమైన విషయం పీనట్ బటర్‌తో కూడిన యానిమల్ క్రాకర్స్.
I'll talk you through every step of the aquatic soccer game.,मैं आपको एक्वाटिक सॉकर गेम के हर चरण के बारे में बताऊंगा।,Main aapko aquatic soccer game ke har charan ke baare mein bataunga.,నీటిలో ఆడే సాకర్ ఆటలోని ప్రతి దశను నేను మీకు వివరిస్తాను.
"It’s difficult to say, but I think our customers are more satisfied.","यह कहना मुश्किल है, लेकिन मुझे लगता है कि हमारे ग्राहक अधिक संतुष्ट हैं।","Yeh kehna mushkil hai, lekin mujhe lagta hai ki hamare grahak adhik santusht hain.","ఇది చెప్పడం కష్టం, కానీ మా కస్టమర్లు మరింత సంతృప్తిగా ఉన్నారని నేను అనుకుంటున్నాను."
He is my father.,वह मेरे पिता हैं।,Vah mere pita hain.,ఆయన నా తండ్రి.
I have no doubt that you’re going to nail this interview.,मुझे कोई संदेह नहीं है कि आप इस इंटरव्यू में बहुत अच्छा करेंगे।,Mujhe koi sandeh nahi hai ki aap is interview mein bahut achha karenge.,ఈ ఇంటర్వ్యూలో మీరు అద్భుతంగా రాణిస్తారని నాకు ఎటువంటి సందేహం లేదు.
The train was forty-seven minutes late.,ट्रेन सैंतालीस मिनट देरी से थी।,Train saintalees minute deri se thi.,రైలు నలభై ఏడు నిమిషాలు ఆలస్యంగా వచ్చింది.
He was so surprised that he dropped the dumbbells right on his foot.,वह इतना हैरान था कि उसने डंबल सीधे अपने पैर पर गिरा दिए।,Vah itna hairan tha ki usne dumbbell seedhe apne pair par gira diye.,"అతను ఎంత ఆశ్చర్యపోయాడు అంటే, డంబెల్స్‌ను నేరుగా తన కాలిపైనే పడేశాడు."
"She had always wanted to be a boxer, but was so weak that she never made it more than a class or two before giving up.","वह हमेशा से बॉक्सर बनना चाहती थी, लेकिन वह इतनी कमजोर थी कि उसने हार मानने से पहले एक या दो क्लास से ज्यादा कभी नहीं किया।","Vah hamesha se boxer banna chahti thi, lekin vah itni kamzor thi ki usne haar manne se pehle ek ya do class se zyada kabhi nahi kiya.","ఆమె ఎప్పుడూ బాక్సర్ కావాలనుకుంది, కానీ ఆమె చాలా బలహీనంగా ఉండటంతో ఒకటి లేదా రెండు క్లాసుల కంటే ఎక్కువ చేయలేక వదిలేసింది."
She meant the world to me.,वह मेरे लिए सब कुछ थी।,Vah mere liye sab kuch thi.,ఆమె నా ప్రపంచం.
I’m also too poor to afford a real office.,मैं इतना गरीब भी हूँ कि एक असली ऑफिस का खर्च नहीं उठा सकता।,Main itna gareeb bhi hoon ki ek asli office ka kharch nahi utha sakta.,ఒక మంచి ఆఫీసును అద్దెకు తీసుకునేంత స్తోమత కూడా నాకు లేదు.
I drink less water than him.,मैं उससे कम पानी पीता हूँ।,Main usse kam paani peeta hoon.,నేను అతని కంటే తక్కువ నీరు తాగుతాను.
She spent over $300 on masks alone in 2020.,उसने 2020 में सिर्फ मास्क पर ही 300 डॉलर से ज्यादा खर्च किए।,Usne 2020 mein sirf mask par hi 300 dollar se zyada kharch kiye.,ఆమె 2020లో కేవలం మాస్కుల కోసమే 300 డాలర్లకు పైగా ఖర్చు చేసింది.
Whitening your teeth can be bad for them.,दांतों को सफेद करना उनके लिए बुरा हो सकता है।,Daanton ko safed karna unke liye bura ho sakta hai.,పళ్లను తెల్లగా చేసుకోవడం వాటికి హానికరం కావచ్చు.
English Speaking Courses are the hardest ones.,इंग्लिश स्पीकिंग कोर्सेज सबसे कठिन होते हैं।,English speaking courses sabse kathin hote hain.,ఇంగ్లీష్ స్పీకింగ్ కోర్సులు చాలా కష్టమైనవి.
My home is bright pink and has yellow flowers growing all around it.,मेरा घर चमकीले गुलाबी रंग का है और इसके चारों ओर पीले फूल उगे हुए हैं।,Mera ghar chamkile gulabi rang ka hai aur iske charon or peele phool uge hue hain.,నా ఇల్లు ముదురు గులాబీ రంగులో ఉంటుంది మరియు దాని చుట్టూ పసుపు రంగు పూలు పూస్తాయి.
I just saw the most eccentric brick.,मैंने अभी-अभी सबसे अजीब ईंट देखी।,Maine abhi-abhi sabse ajeeb eent dekhi.,నేను ఇప్పుడే చాలా వింతగా ఉన్న ఒక ఇటుకను చూశాను.
She tried to make chicken but she must have put the wrong thing in because it came out of the oven bright green.,उसने चिकन बनाने की कोशिश की लेकिन उसने जरूर कुछ गलत डाल दिया होगा क्योंकि ओवन से निकलते ही वह गहरे हरे रंग का हो गया।,Usne chicken banane ki koshish ki lekin usne zaroor kuch galat daal diya hoga kyonki oven se nikalte hi vah gehre hare rang ka ho gaya.,"ఆమె చికెన్ వండటానికి ప్రయత్నించింది కానీ ఏదో తప్పుగా వేసి ఉంటుంది, అందుకే అది ఓవెన్ నుండి బయటకు వచ్చేసరికి ముదురు ఆకుపచ్చ రంగులో ఉంది."
"Yes, you can have a carry on.","हाँ, आप कैरी-ऑन ले जा सकते हैं।","Haan, aap carry-on le ja sakte hain.","అవును, మీరు క్యారీ-ఆన్ బ్యాగ్ తీసుకోవచ్చు."
I have 30 jackets.,मेरे पास 30 जैकेट हैं।,Mere paas 30 jackets hain.,నా దగ్గర 30 జాకెట్లు ఉన్నాయి.
They'll show you the way home when you’re drunk.,जब आप नशे में होंगे तो वे आपको घर का रास्ता दिखा देंगे।,Jab aap nashe mein honge toh ve aapko ghar ka raasta dikha denge.,మీరు మద్యం మత్తులో ఉన్నప్పుడు వారు మీకు ఇంటికి వెళ్లే దారి చూపిస్తారు.
She threw her back out.,उसकी कमर में मोच आ गई।,Uski kamar mein moch aa gayi.,ఆమెకు నడుము నొప్పి వచ్చింది.
Tom Jackson was one of the names I recognized on that list.,टॉम जैक्सन उन नामों में से एक था जिन्हें मैंने उस सूची में पहचाना था।,Tom Jackson un naamon mein se ek tha jinhein maine us soochi mein pehchana tha.,ఆ జాబితాలో నేను గుర్తించిన పేర్లలో టామ్ జాక్సన్ ఒకటి.
It's not such a big problem You're worrying way too much.,यह इतनी बड़ी समस्या नहीं है। तुम बहुत ज़्यादा चिंता कर रहे हो।,Yeh itni badi samasya nahi hai. Tum bahut zyada chinta kar rahe ho.,ఇది అంత పెద్ద సమస్య కాదు. నువ్వు అనవసరంగా మరీ ఎక్కువ ఆందోళన చెందుతున్నావు.
I want someone who is going to inspire me.,मुझे कोई ऐसा चाहिए जो मुझे प्रेरित करे।,Mujhe koi aisa chahiye jo mujhe prerit kare.,నాకు స్ఫూర్తినిచ్చే వ్యక్తి కావాలి.
The beekeeper was so confident that she didn't bother to wear protective gear.,मधुमक्खी पालक इतनी आत्मविश्वासी थी कि उसने सुरक्षात्मक कपड़े पहनने की जहमत नहीं उठाई।,Madhumakkhi palak itni atmavishvasi thi ki usne surakshatmak kapde pehne ki zehmat nahi uthai.,"తేనెటీగల పెంపకందారు ఎంత ఆత్మవిశ్వాసంతో ఉందంటే, ఆమె రక్షణ దుస్తులు ధరించడానికి కూడా ఇష్టపడలేదు."
"No, I can't clean your house It's too big..","नहीं, मैं तुम्हारा घर साफ नहीं कर सकता। यह बहुत बड़ा है।","Nahi, main tumhara ghar saaf nahi kar sakta. Yeh bahut bada hai.","వద్దు, నేను నీ ఇంటిని శుభ్రం చేయలేను. అది చాలా పెద్దది."
I can't believe you went skydiving last week.,मुझे विश्वास नहीं हो रहा है कि तुम पिछले हफ्ते स्काईडाइविंग करने गए थे।,Mujhe vishwas nahi ho raha hai ki tum pichle hafte skydiving karne gaye the.,నువ్వు గత వారం స్కైడైవింగ్‌కు వెళ్ళావంటే నేను నమ్మలేకపోతున్నాను.
She was very tired as a general rule.,वह आमतौर पर बहुत थकी हुई रहती थी।,Vah aamtaur par bahut thaki hui rehti thi.,సాధారణంగా ఆమె చాలా అలసిపోయి ఉండేది.
"She painted her face purple for Halloween, so she could go as a grape.","उसने हैलोवीन के लिए अपना चेहरा बैंगनी रंग से रंगा, ताकि वह अंगूर बनकर जा सके।","Usne Halloween ke liye apna chehra baingani rang se ranga, taki vah angoor bankar ja sake.","హలోవీన్ కోసం ఆమె తన ముఖానికి ఊదా రంగు వేసుకుంది, తద్వారా ఆమె ద్రాక్ష పండులా వెళ్ళవచ్చు."
I will never forget that day.,मैं वह दिन कभी नहीं भूलूंगा।,Main vah din kabhi nahi bhoolunga.,నేను ఆ రోజును ఎప్పటికీ మర్చిపోలేను.
He is my elder brother.,वह मेरा बड़ा भाई है।,Vah mera bada bhai hai.,అతను నా అన్నయ్య.
"Her mom was a musical theater actress, which got her interested in singing.","उसकी माँ एक म्यूजिकल थिएटर अभिनेत्री थीं, जिससे उसे गाने में दिलचस्पी हुई।","Uski maa ek musical theater abhinetri thi, jisse use gaane mein dilchaspi hui.","ఆమె తల్లి మ్యూజికల్ థియేటర్ నటి, అందుకే ఆమెకు పాడటంపై ఆసక్తి కలిగింది."
Selling hand-made objects is the main source of income for locals.,हाथ से बनी वस्तुओं को बेचना स्थानीय लोगों के लिए आय का मुख्य स्रोत है।,Haath se bani vastuon ko bechna sthaniye logon ke liye aay ka mukhya srot hai.,చేతితో చేసిన వస్తువులను అమ్మడం స్థానికులకు ప్రధాన ఆదాయ వనరు.
You're not looking at the big picture.,आप बड़ी तस्वीर नहीं देख रहे हैं।,Aap badi tasveer nahi dekh rahe hain.,మీరు పెద్ద చిత్రాన్ని చూడటం లేదు.
I do not like zoos.,मुझे चिड़ियाघर पसंद नहीं हैं।,Mujhe chidiyaghar pasand nahi hain.,నాకు జంతుప్రదర్శనశాలలు అంటే ఇష్టం లేదు.
I've been a big fan of yours for a long time.,मैं लंबे समय से आपका बहुत बड़ा प्रशंसक रहा हूँ।,Main lambe samay se aapka bahut bada prashansak raha hoon.,నేను చాలా కాలంగా మీ పెద్ద అభిమానిని.
Everyone who got eliminated in red-light green-light got to go inside and eat cookies.,"रेड-लाइट ग्रीन-लाइट में जो भी बाहर हो गए, उन्हें अंदर जाकर कुकीज़ खाने को मिलीं।","Red-light green-light mein jo bhi bahar ho gaye, unhe andar jakar cookies khane ko mili.",రెడ్-లైట్ గ్రీన్-లైట్ గేమ్‌లో ఎలిమినేట్ అయిన ప్రతి ఒక్కరూ లోపలికి వెళ్లి కుకీలు తినడానికి అనుమతించబడ్డారు.
I could eat avocados for thee rest of my life.,मैं अपनी बाकी पूरी ज़िंदगी एवोकैडो खा सकता हूँ।,Main apni baki poori zindagi avocado kha sakta hoon.,నేను నా జీవితాంతం అవకాడోలు తినగలను.
Juan watched TV.,हुआन ने टीवी देखा।,Juan ne TV dekha.,జువాన్ టీవీ చూశాడు.
It's a significant part of history.,यह इतिहास का एक महत्वपूर्ण हिस्सा है।,Yeh itihas ka ek mahatvapurn hissa hai.,ఇది చరిత్రలో ఒక ముఖ్యమైన భాగం.
My mom is from China.,मेरी माँ चीन से हैं।,Meri maa Cheen se hain.,మా అమ్మ చైనా నుండి వచ్చారు.
His grandmother loved his paintings so much that she tried to sell them to her friends.,उसकी दादी को उसकी पेंटिंग इतनी पसंद आईं कि उन्होंने उन्हें अपने दोस्तों को बेचने की कोशिश की।,Uski dadi ko uski painting itni pasand aayi ki unhone unhe apne doston ko bechne ki koshish ki.,"అతని అమ్మమ్మకు అతని పెయింటింగ్‌లు ఎంతగా నచ్చాయంటే, ఆమె వాటిని తన స్నేహితులకు అమ్మడానికి ప్రయత్నించింది."
My brother just got home.,मेरा भाई अभी घर आया है।,Mera bhai abhi ghar aaya hai.,మా తమ్ముడు ఇప్పుడే ఇంటికి వచ్చాడు.
She became more and more beautiful.,वह और अधिक सुंदर होती गई।,Vah aur adhik sundar hoti gayi.,ఆమె రోజురోజుకూ మరింత అందంగా తయారైంది.
I don't like close spaces.,मुझे बंद जगहें पसंद नहीं हैं।,Mujhe band jagahein pasand nahi hain.,నాకు మూసి ఉన్న ప్రదేశాలు అంటే ఇష్టం ఉండదు.
I'm going to crash at your place.,मैं आज रात तुम्हारे घर रुकने वाला हूँ।,Main aaj raat tumhare ghar rukne vala hoon.,నేను ఈ రాత్రికి నీ ఇంట్లోనే పడుకుంటాను.
These shoes are just way too large.,ये जूते बहुत ही बड़े हैं।,Ye joote bahut hi bade hain.,ఈ బూట్లు చాలా పెద్దవిగా ఉన్నాయి.
We didn't sleep all night because we were talking.,हम पूरी रात नहीं सोए क्योंकि हम बातें कर रहे थे।,Hum poori raat nahi soye kyonki hum baatein kar rahe the.,మేము రాత్రంతా మాట్లాడుకుంటూ నిద్రపోలేదు.
You might want to consider how cute they look in pajamas.,शायद तुम यह सोचना चाहोगे कि वे पजामे में कितने प्यारे लगते हैं।,Shayad tum yah sochana chahoge ki ve pajama mein kitne pyaare lagte hain.,పైజామాలో వారు ఎంత ముద్దుగా కనిపిస్తారో మీరు ఒకసారి ఆలోచించాలి.
I had to put a pin in his femur.,मुझे उसकी जांघ की हड्डी में एक पिन लगानी पड़ी।,Mujhe uski jaangh ki haddi mein ek pin lagani padi.,నేను అతని తొడ ఎముకలో పిన్ వేయాల్సి వచ్చింది.
Being fashionable is easy.,फैशनेबल होना आसान है।,Fashionable hona aasaan hai.,ఫ్యాషనబుల్‌గా ఉండటం చాలా సులభం.
I've got rough hands.,मेरे हाथ खुरदरे हैं।,Mere haath khurdare hain.,నా చేతులు గరుకుగా ఉన్నాయి.
I just passed the funniest bridge.,मैं अभी-अभी सबसे मज़ेदार पुल के पास से गुज़रा हूँ।,Main abhi-abhi sabse mazedaar pul ke paas se guzra hoon.,నేను ఇప్పుడే అత్యంత విచిత్రమైన వంతెనను దాటాను.
I made very short work of the big steak.,मैंने बड़ी स्टेक को बहुत जल्दी खत्म कर दिया।,Maine badi steak ko bahut jaldi khatam kar diya.,నేను ఆ పెద్ద స్టీక్‌ను చాలా త్వరగా తినేశాను.
Knowledge is power.,ज्ञान ही शक्ति है।,Gyaan hi shakti hai.,జ్ఞానమే శక్తి.
She’s as sick as a dog.,वह बहुत ज़्यादा बीमार है।,Vah bahut zyada bimaar hai.,ఆమె చాలా అనారోగ్యంతో ఉంది.
"She wasn't as productive as she was hoping, partially because she didn't have much work to do.","वह उतनी उत्पादक नहीं थी जितनी उसने उम्मीद की थी, आंशिक रूप से इसलिए क्योंकि उसके पास करने के लिए ज़्यादा काम नहीं था।","Vah utni utpadak nahi thi jitni usne ummeed ki thi, aanshik roop se isliye kyonki uske paas karne ke liye zyada kaam nahi tha.","ఆమె అనుకున్నంత ఉత్పాదకతను చూపలేకపోయింది, ఎందుకంటే ఆమెకు చేయడానికి పెద్దగా పని లేదు."
You have to take the good with the bad.,आपको अच्छे के साथ बुरा भी स्वीकार करना पड़ता है।,Aapko achhe ke saath bura bhi sveekar karna padta hai.,"మంచిని ఎలా స్వీకరిస్తామో, చెడును కూడా అలాగే స్వీకరించాలి."
Everybody is expecting a bonus.,हर कोई बोनस की उम्मीद कर रहा है।,Har koi bonus ki ummeed kar raha hai.,ప్రతి ఒక్కరూ బోనస్ ఆశిస్తున్నారు.
Water damage sucks.,पानी से होने वाला नुकसान बहुत बुरा होता है।,Paani se hone vala nuksaan bahut bura hota hai.,నీటి వల్ల కలిగే నష్టం చాలా ఇబ్బందికరమైనది.
The broken leg isn't Tom's biggest problem.,टूटी हुई टांग टॉम की सबसे बड़ी समस्या नहीं है।,Tooti hui taang Tom ki sabse badi samasya nahi hai.,విరిగిన కాలు టామ్ యొక్క అతి పెద్ద సమస్య కాదు.
I owe you a big one for getting me out of the jam.,मुझे इस मुसीबत से बाहर निकालने के लिए मैं तुम्हारा बहुत आभारी हूँ।,Mujhe is museebat se bahar nikalne ke liye main tumhara bahut aabhari hoon.,నన్ను ఆ చిక్కుల నుండి బయటపడేసినందుకు నేను నీకు చాలా రుణపడి ఉంటాను.
what I remember is that she was with us at 8 pm.,मुझे जो याद है वह यह है कि वह रात 8 बजे हमारे साथ थी।,Mujhe jo yaad hai vah yah hai ki vah raat 8 baje hamare saath thi.,నాకు గుర్తున్నంత వరకు ఆమె రాత్రి 8 గంటలకు మాతోనే ఉంది.
I feel like I am going to pass out.,मुझे लग रहा है कि मैं बेहोश हो जाऊँगा।,Mujhe lag raha hai ki main behosh ho jaunga.,"నాకు కళ్లు తిరుగుతున్నట్లు అనిపిస్తోంది, నేను స్పృహ తప్పిపోయేలా ఉన్నాను."
I had dinner with George Washington last night.,मैंने कल रात जॉर्ज वॉशिंगटन के साथ खाना खाया।,Maine kal raat George Washington ke saath khana khaya.,నేను నిన్న రాత్రి జార్జ్ వాషింగ్టన్‌తో కలిసి భోజనం చేశాను.
This ship is too big to pass through the canal.,यह जहाज नहर से गुजरने के लिए बहुत बड़ा है।,Yah jahaz nahar se guzarne ke liye bahut bada hai.,ఈ ఓడ కాలువ గుండా వెళ్లడానికి చాలా పెద్దదిగా ఉంది.
I added his name to the book.,मैंने किताब में उसका नाम जोड़ दिया।,Maine kitaab mein uska naam jod diya.,నేను పుస్తకంలో అతని పేరును చేర్చాను.
He liked chocolate and banana milkshakes because his mom used to make them when he was sick.,उसे चॉकलेट और बनाना मिल्कशेक पसंद थे क्योंकि जब वह बीमार होता था तो उसकी माँ उन्हें बनाती थी।,Use chocolate aur banana milkshake pasand the kyonki jab vah bimar hota tha to uski maa unhein banati thi.,"అతనికి చాక్లెట్ మరియు బనానా మిల్క్‌షేక్‌లు అంటే ఇష్టం, ఎందుకంటే అతను అనారోగ్యంతో ఉన్నప్పుడు అతని తల్లి వాటిని చేసి పెట్టేది."
This lasagna is delicious.,यह लज़ान्या बहुत स्वादिष्ट है।,Yah lasagna bahut swadisht hai.,ఈ లసాన్యా చాలా రుచిగా ఉంది.
Naps make me feel lazy.,दिन में सोने से मुझे आलस आता है।,Din mein sone se mujhe aalas aata hai.,పగటిపూట నిద్రపోవడం వల్ల నాకు బద్ధకంగా అనిపిస్తుంది.
We have a big stove which keeps us very toasty.,हमारे पास एक बड़ा स्टोव है जो हमें बहुत गर्म रखता है।,Hamare paas ek bada stove hai jo hamein bahut garam rakhta hai.,"మా దగ్గర ఒక పెద్ద స్టవ్ ఉంది, అది మాకు చాలా వెచ్చదనాన్ని ఇస్తుంది."
She created an app to match zombies with willing victims.,उसने ज़ॉम्बीज़ को इच्छुक शिकारों से मिलाने के लिए एक ऐप बनाया।,Usne zombies ko ichchhuk shikaron se milane ke liye ek app banaya.,"ఆమె జోంబీలను, వాటికి ఆహారంగా మారడానికి సిద్ధంగా ఉన్న బాధితులతో జత చేయడానికి ఒక యాప్‌ను రూపొందించింది."
He has a weird mouth.,उसका मुँह अजीब है।,Uska munh ajeeb hai.,అతని నోరు వింతగా ఉంది.
Ask no questions and hear no lies.,सवाल मत पूछो और झूठ मत सुनो।,Sawaal mat poochho aur jhooth mat suno.,"ప్రశ్నలు అడగకు, అబద్ధాలు వినకు."
It’s bound to happen eventually.,यह तो कभी न कभी होना ही था।,Yeh toh kabhi na kabhi hona hi tha.,ఇది ఏదో ఒక రోజు జరగాల్సిందే.
I go back to bedroom.,मैं बेडरूम वापस जाता हूँ।,Main bedroom wapas jaata hoon.,నేను బెడ్‌రూమ్‌కి తిరిగి వెళ్తున్నాను.
I made some steak.,मैंने थोड़ा स्टेक बनाया है।,Maine thoda steak banaya hai.,నేను కొంచెం స్టీక్ తయారు చేశాను.
Her mom asked her to come home for Christmas.,उसकी माँ ने उसे क्रिसमस पर घर आने के लिए कहा।,Uski maa ne use Christmas par ghar aane ke liye kaha.,క్రిస్మస్ కోసం ఇంటికి రమ్మని ఆమె తల్లి ఆమెను అడిగింది.
She likes to swing at the playground.,उसे खेल के मैदान में झूला झूलना पसंद है।,Use khel ke maidan mein jhoola jhoolna pasand hai.,ఆమెకు ప్లేగ్రౌండ్‌లో ఊయల ఊగడం అంటే ఇష్టం.
Thank you very much for your hospitality.,आपकी मेहमाननवाज़ी के लिए बहुत-बहुत धन्यवाद।,Aapki mehmaannawazi ke liye bahut-bahut dhanyavaad.,మీ ఆతిథ్యానికి చాలా ధన్యవాదాలు.
There used to be a big cherry tree in the garden.,बगीचे में एक बड़ा चेरी का पेड़ हुआ करता था।,Bagiche mein ek bada cherry ka ped hua karta tha.,తోటలో ఒక పెద్ద చెర్రీ చెట్టు ఉండేది.
She constantly worried about accidentally burning her house down.,वह हमेशा इस बात से चिंतित रहती थी कि कहीं गलती से उसका घर न जल जाए।,Vah hamesha is baat se chintit rehti thi ki kahin galti se uska ghar na jal jaye.,పొరపాటున తన ఇల్లు కాలిపోతుందేమోనని ఆమె నిరంతరం ఆందోళన చెందేది.
Daya chose a song from the list to sing.,दया ने गाने के लिए सूची से एक गाना चुना।,Daya ne gaane ke liye soochi se ek gaana chuna.,దయా పాడటానికి జాబితా నుండి ఒక పాటను ఎంచుకుంది.
I think I could fall asleep really quickly.,मुझे लगता है कि मुझे बहुत जल्दी नींद आ सकती है।,Mujhe lagta hai ki mujhe bahut jaldi neend aa sakti hai.,నాకు చాలా త్వరగా నిద్ర వస్తుందని నేను అనుకుంటున్నాను.
You may take either the big box or the small one.,आप या तो बड़ा बक्सा ले सकते हैं या छोटा वाला।,Aap ya toh bada baksa le sakte hain ya chhota wala.,మీరు పెద్ద పెట్టె లేదా చిన్న పెట్టె రెండింటిలో ఏదైనా తీసుకోవచ్చు.
She was dressed like a rabbit.,उसने खरगोश जैसे कपड़े पहने थे।,Usne khargosh jaise kapde pehne the.,ఆమె కుందేలులా దుస్తులు ధరించింది.
Mary enjoys cooking.,मैरी को खाना बनाना पसंद है।,Mary ko khana banana pasand hai.,మేరీకి వంట చేయడం అంటే ఇష్టం.
It was a maze of rubber wiring.,यह रबर के तारों का एक जाल था।,Yeh rubber ke taaron ka ek jaal tha.,అది రబ్బరు వైర్ల చిక్కుముడి.
I can’t get this lift to work.,मैं इस लिफ्ट को चालू नहीं कर पा रहा हूँ।,Main is lift ko chaalu nahi kar pa raha hoon.,నేను ఈ లిఫ్ట్‌ను పని చేయించలేకపోతున్నాను.
He has a nice restaurant near the lake.,झील के पास उसका एक अच्छा रेस्तरां है।,Jheel ke paas uska ek achha restaurant hai.,సరస్సు దగ్గర అతనికి ఒక మంచి రెస్టారెంట్ ఉంది.
Here is David with his guitar.,यह रहा डेविड अपने गिटार के साथ।,Yeh raha David apne guitar ke saath.,ఇదిగో డేవిడ్ తన గిటార్‌తో.
He went fast down the slide.,वह स्लाइड से तेजी से नीचे गया।,Vah slide se tezi se neeche gaya.,అతను స్లైడ్ నుండి వేగంగా కిందకు వెళ్ళాడు.
"She hated chocolate chip cookies, but she loved gingersnaps.","उसे चॉकलेट चिप कुकीज़ बिल्कुल पसंद नहीं थीं, लेकिन उसे जिंजरस्नैप्स बहुत पसंद थे।","Use chocolate chip cookies bilkul pasand nahi thin, lekin use gingersnaps bahut pasand the.","ఆమెకు చాక్లెట్ చిప్ కుకీలు అస్సలు నచ్చవు, కానీ జింజర్ స్నాప్స్ అంటే చాలా ఇష్టం."
"She bought a massive pack of toilet paper from Costco, which lasted her three months.","उसने कॉस्टको से टॉयलेट पेपर का एक बड़ा पैक खरीदा, जो उसके तीन महीने तक चला।","Usne Costco se toilet paper ka ek bada pack khareeda, jo uske teen mahine tak chala.","ఆమె కాస్ట్కో నుండి టాయిలెట్ పేపర్ యొక్క పెద్ద ప్యాక్‌ను కొనుగోలు చేసింది, అది ఆమెకు మూడు నెలల పాటు వచ్చింది."
She went over to see if her name was there.,वह यह देखने गई कि क्या उसका नाम वहाँ था।,Vah yah dekhne gayi ki kya uska naam vahan tha.,అక్కడ తన పేరు ఉందో లేదో చూడటానికి ఆమె అక్కడికి వెళ్ళింది.
As luck would have it I found a pen at the bottom of my bag.,किस्मत से मुझे अपने बैग के नीचे एक पेन मिल गया।,Kismat se mujhe apne bag ke neeche ek pen mil gaya.,అదృష్టవశాత్తూ నా బ్యాగ్ అడుగున నాకు ఒక పెన్ దొరికింది.
I imagine you think of this activity as something characters from a Jane Austin novel did.,मुझे लगता है कि आप इस गतिविधि को कुछ ऐसा मानते हैं जो जेन ऑस्टेन के उपन्यास के पात्र करते थे।,Mujhe lagta hai ki aap is gatividhi ko kuch aisa maante hain jo Jane Austen ke upanyas ke paatr karte the.,జేన్ ఆస్టెన్ నవలలోని పాత్రలు చేసే పనిలాగే మీరు కూడా ఈ పనిని భావిస్తున్నారని నేను అనుకుంటున్నాను.
She desperately wanted to meet an alien before she died.,वह मरने से पहले किसी एलियन से मिलना चाहती थी।,Vah marne se pehle kisi alien se milna chahti thi.,ఆమె చనిపోయేలోపు ఒక గ్రహాంతరవాసిని కలవాలని చాలా ఆశపడింది.
I am extra ticklish for some reason.,"पता नहीं क्यों, मुझे बहुत ज्यादा गुदगुदी होती है।","Pata nahi kyon, mujhe bahut zyada gudgudi hoti hai.",ఏమో ఎందుకో నాకు చాలా ఎక్కువ గిలిగింతలు అవుతాయి.
She likes parties.,उसे पार्टियां पसंद हैं।,Use partiyan pasand hain.,ఆమెకు పార్టీలంటే ఇష్టం.
I seriously doubt she actually believes you.,मुझे सचमुच संदेह है कि वह वास्तव में आप पर विश्वास करती है।,Mujhe sachmuch sandeh hai ki vah vastav mein aap par vishwas karti hai.,ఆమె నిజంగా నిన్ను నమ్ముతుందని నేను అనుకోవడం లేదు.
I am the biggest Ariana Grande fan on the planet.,मैं इस ग्रह पर एरियाना ग्रांडे का सबसे बड़ा प्रशंसक हूँ।,Main is grah par Ariana Grande ka sabse bada prashansak hoon.,నేను ఈ భూమి మీద అరియానా గ్రాండేకి అతిపెద్ద అభిమానిని.
I know that there was a big church here.,मुझे पता है कि यहाँ एक बड़ा चर्च था।,Mujhe pata hai ki yahan ek bada church tha.,ఇక్కడ ఒక పెద్ద చర్చి ఉండేదని నాకు తెలుసు.
The enemy destroyed the city.,दुश्मन ने शहर को नष्ट कर दिया।,Dushman ne shahar ko nasht kar diya.,శత్రువు నగరాన్ని నాశనం చేశాడు.
We see them every week.,हम उन्हें हर हफ्ते देखते हैं।,Hum unhein har hafte dekhte hain.,మేము ప్రతి వారం వారిని చూస్తాము.
There are many theories regarding the origins of language.,भाषा की उत्पत्ति के संबंध में कई सिद्धांत हैं।,Bhasha ki utpatti ke sambandh mein kai siddhant hain.,భాష యొక్క మూలాల గురించి అనేక సిద్ధాంతాలు ఉన్నాయి.
I just walked on thee coolest pillow.,मैं अभी-अभी सबसे शानदार तकिए पर चला।,Main abhi-abhi sabse shandaar takiye par chala.,నేను ఇప్పుడే చాలా బాగున్న దిండు మీద నడిచాను.
Dad is going to work.,पापा काम पर जा रहे हैं।,Papa kaam par ja rahe hain.,నాన్న పనికి వెళ్తున్నారు.
I have a bunch of things I need to do.,मेरे पास बहुत सारे काम हैं जो मुझे करने हैं।,Mere paas bahut saare kaam hain jo mujhe karne hain.,నేను చేయాల్సిన పనులు చాలా ఉన్నాయి.
She is a composer for the harp.,वह हार्प के लिए संगीतकार है।,Vah harp ke liye sangeetkar hai.,ఆమె హార్ప్ వాయిద్యం కోసం సంగీతాన్ని స్వరపరుస్తుంది.
The cat coughed up a hairball that was almost the same size as she was.,बिल्ली ने बालों का एक गोला बाहर निकाला जो लगभग उसके आकार का ही था।,Billi ne baalon ka ek gola bahar nikala jo lagbhag uske aakar ka hi tha.,పిల్లి తన పరిమాణంలోనే ఉన్న ఒక వెంట్రుకల ఉండను బయటకు కక్కింది.
